State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,State_code
Mississippi,29/2/2020,744.00,22/2/2020,7842.00,1108618.00,0.71,ms
Mississippi,7/3/2020,879.00,29/2/2020,7416.00,1108618.00,0.67,ms
Mississippi,14/3/2020,1147.00,7/3/2020,7098.00,1108618.00,0.64,ms
Mississippi,21/3/2020,5519.00,14/3/2020,6667.00,1108618.00,0.6,ms
Mississippi,28/3/2020,32015.00,21/3/2020,9581.00,1108618.00,0.86,ms
Mississippi,4/4/2020,45852.00,28/3/2020,29373.00,1108618.00,2.65,ms
Mississippi,11/4/2020,45748.00,4/4/2020,60737.00,1109819.00,5.47,ms
Mississippi,18/4/2020,36913.00,11/4/2020,93005.00,1109819.00,8.38,ms
Mississippi,25/4/2020,29906.00,18/4/2020,135722.00,1109819.00,12.23,ms
Mississippi,2/5/2020,25745.00,25/4/2020,162078.00,1109819.00,14.6,ms
Mississippi,9/5/2020,23618.00,2/5/2020,208270.00,1109819.00,18.77,ms
Mississippi,16/5/2020,24242.00,9/5/2020,189886.00,1109819.00,17.11,ms
Missouri,5/1/2019,7084.00,29/12/2018,31181.00,2732823.00,1.14,mo
Missouri,12/1/2019,6087.00,5/1/2019,29832.00,2735238.00,1.09,mo
Missouri,19/1/2019,5894.00,12/1/2019,28244.00,2735238.00,1.03,mo
Missouri,26/1/2019,5351.00,19/1/2019,30092.00,2735238.00,1.1,mo
Missouri,2/2/2019,4328.00,26/1/2019,32252.00,2735238.00,1.18,mo
Missouri,9/2/2019,3608.00,2/2/2019,31428.00,2735238.00,1.15,mo
Missouri,16/2/2019,2922.00,9/2/2019,29807.00,2735238.00,1.09,mo
Missouri,23/2/2019,2969.00,16/2/2019,29357.00,2735238.00,1.07,mo
Missouri,2/3/2019,2937.00,23/2/2019,29785.00,2735238.00,1.09,mo
Missouri,9/3/2019,3038.00,2/3/2019,26777.00,2735238.00,0.98,mo
Missouri,16/3/2019,3233.00,9/3/2019,25791.00,2735238.00,0.94,mo
Missouri,23/3/2019,3557.00,16/3/2019,23273.00,2735238.00,0.85,mo
Missouri,30/3/2019,2966.00,23/3/2019,23092.00,2735238.00,0.84,mo
Missouri,6/4/2019,2639.00,30/3/2019,20567.00,2735238.00,0.75,mo
Missouri,13/4/2019,2824.00,6/4/2019,18033.00,2738093.00,0.66,mo
Missouri,20/4/2019,2381.00,13/4/2019,17337.00,2738093.00,0.63,mo
Missouri,27/4/2019,2397.00,20/4/2019,16977.00,2738093.00,0.62,mo
Missouri,4/5/2019,3188.00,27/4/2019,17642.00,2738093.00,0.64,mo
Missouri,11/5/2019,2984.00,4/5/2019,17159.00,2738093.00,0.63,mo
Missouri,18/5/2019,3304.00,11/5/2019,16818.00,2738093.00,0.61,mo
Missouri,25/5/2019,4350.00,18/5/2019,17075.00,2738093.00,0.62,mo
Missouri,1/6/2019,4651.00,25/5/2019,20153.00,2738093.00,0.74,mo
Missouri,8/6/2019,4329.00,1/6/2019,20909.00,2738093.00,0.76,mo
Missouri,15/6/2019,3311.00,8/6/2019,20814.00,2738093.00,0.76,mo
Missouri,22/6/2019,3223.00,15/6/2019,21127.00,2738093.00,0.77,mo
Missouri,29/6/2019,4043.00,22/6/2019,22521.00,2738093.00,0.82,mo
Missouri,6/7/2019,5024.00,29/6/2019,22573.00,2738093.00,0.82,mo
Missouri,13/7/2019,4522.00,6/7/2019,24323.00,2741528.00,0.89,mo
Missouri,20/7/2019,3048.00,13/7/2019,23879.00,2741528.00,0.87,mo
Missouri,27/7/2019,2726.00,20/7/2019,22468.00,2741528.00,0.82,mo
Missouri,3/8/2019,2803.00,27/7/2019,23757.00,2741528.00,0.87,mo
Missouri,10/8/2019,2656.00,3/8/2019,22333.00,2741528.00,0.81,mo
Missouri,17/8/2019,2611.00,10/8/2019,20941.00,2741528.00,0.76,mo
Missouri,24/8/2019,2623.00,17/8/2019,18467.00,2741528.00,0.67,mo
Missouri,31/8/2019,2479.00,24/8/2019,17951.00,2741528.00,0.65,mo
Missouri,7/9/2019,2116.00,31/8/2019,15894.00,2741528.00,0.58,mo
Missouri,14/9/2019,2422.00,7/9/2019,15918.00,2741528.00,0.58,mo
Missouri,21/9/2019,3646.00,14/9/2019,15719.00,2741528.00,0.57,mo
Missouri,28/9/2019,3203.00,21/9/2019,16504.00,2741528.00,0.6,mo
Missouri,5/10/2019,3427.00,28/9/2019,17954.00,2741528.00,0.65,mo
Missouri,12/10/2019,3240.00,5/10/2019,17275.00,2745404.00,0.63,mo
Missouri,19/10/2019,2698.00,12/10/2019,17598.00,2745404.00,0.64,mo
Missouri,26/10/2019,2761.00,19/10/2019,17668.00,2745404.00,0.64,mo
Missouri,2/11/2019,3056.00,26/10/2019,18273.00,2745404.00,0.67,mo
Missouri,9/11/2019,3424.00,2/11/2019,16922.00,2745404.00,0.62,mo
Missouri,16/11/2019,3888.00,9/11/2019,16753.00,2745404.00,0.61,mo
Missouri,23/11/2019,3986.00,16/11/2019,18052.00,2745404.00,0.66,mo
Missouri,30/11/2019,2878.00,23/11/2019,17388.00,2745404.00,0.63,mo
Missouri,7/12/2019,4622.00,30/11/2019,20271.00,2745404.00,0.74,mo
Missouri,14/12/2019,3900.00,7/12/2019,18912.00,2745404.00,0.69,mo
Missouri,21/12/2019,7146.00,14/12/2019,19771.00,2745404.00,0.72,mo
Missouri,28/12/2019,7177.00,21/12/2019,22484.00,2745404.00,0.82,mo
Missouri,4/1/2020,7474.00,28/12/2019,29785.00,2745404.00,1.08,mo
Missouri,11/1/2020,10913.00,4/1/2020,30140.00,2749100.00,1.1,mo
Missouri,18/1/2020,4938.00,11/1/2020,29945.00,2749100.00,1.09,mo
Missouri,25/1/2020,5474.00,18/1/2020,29170.00,2749100.00,1.06,mo
Missouri,1/2/2020,4801.00,25/1/2020,29854.00,2749100.00,1.09,mo
Missouri,8/2/2020,3670.00,1/2/2020,27906.00,2749100.00,1.02,mo
Missouri,15/2/2020,3363.00,8/2/2020,27362.00,2749100.00,1,mo
Missouri,22/2/2020,3063.00,15/2/2020,27035.00,2749100.00,0.98,mo
Missouri,29/2/2020,2732.00,22/2/2020,26949.00,2749100.00,0.98,mo
Missouri,7/3/2020,2994.00,29/2/2020,25225.00,2749100.00,0.92,mo
Missouri,14/3/2020,4016.00,7/3/2020,22381.00,2749100.00,0.81,mo
Missouri,21/3/2020,42246.00,14/3/2020,21538.00,2749100.00,0.78,mo
Missouri,28/3/2020,104291.00,21/3/2020,49470.00,2749100.00,1.8,mo
Missouri,4/4/2020,91458.00,28/3/2020,121467.00,2749100.00,4.42,mo
Missouri,11/4/2020,102126.00,4/4/2020,178710.00,2794254.00,6.4,mo
Missouri,18/4/2020,59602.00,11/4/2020,227557.00,2794254.00,8.14,mo
Missouri,25/4/2020,55299.00,18/4/2020,255798.00,2794254.00,9.15,mo
Missouri,2/5/2020,52527.00,25/4/2020,246663.00,2794254.00,8.83,mo
Missouri,9/5/2020,31145.00,2/5/2020,266230.00,2794254.00,9.53,mo
Missouri,16/5/2020,28244.00,9/5/2020,261840.00,2794254.00,9.37,mo
Montana,5/1/2019,1565.00,29/12/2018,10527.00,447698.00,2.35,mt
Montana,12/1/2019,1783.00,5/1/2019,10996.00,448795.00,2.45,mt
Montana,19/1/2019,1197.00,12/1/2019,10825.00,448795.00,2.41,mt
Montana,26/1/2019,1056.00,19/1/2019,11347.00,448795.00,2.53,mt
Montana,2/2/2019,1130.00,26/1/2019,11301.00,448795.00,2.52,mt
Montana,9/2/2019,1417.00,2/2/2019,11497.00,448795.00,2.56,mt
Montana,16/2/2019,1052.00,9/2/2019,11853.00,448795.00,2.64,mt
Montana,23/2/2019,868.00,16/2/2019,11937.00,448795.00,2.66,mt
Montana,2/3/2019,1020.00,23/2/2019,11842.00,448795.00,2.64,mt
Montana,9/3/2019,904.00,2/3/2019,12024.00,448795.00,2.68,mt
Montana,16/3/2019,774.00,9/3/2019,11601.00,448795.00,2.58,mt
Montana,23/3/2019,729.00,16/3/2019,10768.00,448795.00,2.4,mt
Montana,30/3/2019,701.00,23/3/2019,9979.00,448795.00,2.22,mt
Montana,6/4/2019,739.00,30/3/2019,9428.00,448795.00,2.1,mt
Montana,13/4/2019,815.00,6/4/2019,8096.00,450098.00,1.8,mt
Montana,20/4/2019,767.00,13/4/2019,7558.00,450098.00,1.68,mt
Montana,27/4/2019,856.00,20/4/2019,6498.00,450098.00,1.44,mt
Montana,4/5/2019,762.00,27/4/2019,5989.00,450098.00,1.33,mt
Montana,11/5/2019,595.00,4/5/2019,5609.00,450098.00,1.25,mt
Montana,18/5/2019,624.00,11/5/2019,5052.00,450098.00,1.12,mt
Montana,25/5/2019,779.00,18/5/2019,4860.00,450098.00,1.08,mt
Montana,1/6/2019,757.00,25/5/2019,4730.00,450098.00,1.05,mt
Montana,8/6/2019,812.00,1/6/2019,4692.00,450098.00,1.04,mt
Montana,15/6/2019,710.00,8/6/2019,4460.00,450098.00,0.99,mt
Montana,22/6/2019,664.00,15/6/2019,4641.00,450098.00,1.03,mt
Montana,29/6/2019,705.00,22/6/2019,4808.00,450098.00,1.07,mt
Montana,6/7/2019,788.00,29/6/2019,4775.00,450098.00,1.06,mt
Montana,13/7/2019,702.00,6/7/2019,5319.00,451864.00,1.18,mt
Montana,20/7/2019,536.00,13/7/2019,4863.00,451864.00,1.08,mt
Montana,27/7/2019,495.00,20/7/2019,4786.00,451864.00,1.06,mt
Montana,3/8/2019,467.00,27/7/2019,4784.00,451864.00,1.06,mt
Montana,10/8/2019,491.00,3/8/2019,4652.00,451864.00,1.03,mt
Montana,17/8/2019,494.00,10/8/2019,4525.00,451864.00,1,mt
Montana,24/8/2019,522.00,17/8/2019,4387.00,451864.00,0.97,mt
Montana,31/8/2019,481.00,24/8/2019,4026.00,451864.00,0.89,mt
Montana,7/9/2019,549.00,31/8/2019,3557.00,451864.00,0.79,mt
Montana,14/9/2019,677.00,7/9/2019,3558.00,451864.00,0.79,mt
Montana,21/9/2019,617.00,14/9/2019,3557.00,451864.00,0.79,mt
Montana,28/9/2019,732.00,21/9/2019,3399.00,451864.00,0.75,mt
Montana,5/10/2019,1078.00,28/9/2019,3668.00,451864.00,0.81,mt
Montana,12/10/2019,1236.00,5/10/2019,3990.00,453040.00,0.88,mt
Montana,19/10/2019,964.00,12/10/2019,4444.00,453040.00,0.98,mt
Montana,26/10/2019,1020.00,19/10/2019,4510.00,453040.00,1,mt
Montana,2/11/2019,1782.00,26/10/2019,4754.00,453040.00,1.05,mt
Montana,9/11/2019,1594.00,2/11/2019,5846.00,453040.00,1.29,mt
Montana,16/11/2019,1286.00,9/11/2019,6248.00,453040.00,1.38,mt
Montana,23/11/2019,1525.00,16/11/2019,6754.00,453040.00,1.49,mt
Montana,30/11/2019,1740.00,23/11/2019,7016.00,453040.00,1.55,mt
Montana,7/12/2019,1932.00,30/11/2019,8870.00,453040.00,1.96,mt
Montana,14/12/2019,1355.00,7/12/2019,8660.00,453040.00,1.91,mt
Montana,21/12/2019,1541.00,14/12/2019,9144.00,453040.00,2.02,mt
Montana,28/12/2019,1722.00,21/12/2019,8894.00,453040.00,1.96,mt
Montana,4/1/2020,1555.00,28/12/2019,11056.00,453040.00,2.44,mt
Montana,11/1/2020,1755.00,4/1/2020,11756.00,454298.00,2.59,mt
Montana,18/1/2020,1236.00,11/1/2020,11254.00,454298.00,2.48,mt
Montana,25/1/2020,922.00,18/1/2020,11830.00,454298.00,2.6,mt
Montana,1/2/2020,902.00,25/1/2020,11527.00,454298.00,2.54,mt
Montana,8/2/2020,935.00,1/2/2020,11489.00,454298.00,2.53,mt
Montana,15/2/2020,921.00,8/2/2020,11479.00,454298.00,2.53,mt
Montana,22/2/2020,795.00,15/2/2020,11308.00,454298.00,2.49,mt
Montana,29/2/2020,695.00,22/2/2020,11296.00,454298.00,2.49,mt
Montana,7/3/2020,714.00,29/2/2020,10782.00,454298.00,2.37,mt
Montana,14/3/2020,817.00,7/3/2020,10112.00,454298.00,2.23,mt
Montana,21/3/2020,15349.00,14/3/2020,9818.00,454298.00,2.16,mt
Montana,28/3/2020,20763.00,21/3/2020,19099.00,454298.00,4.2,mt
Montana,4/4/2020,21244.00,28/3/2020,36819.00,454298.00,8.1,mt
Montana,11/4/2020,14275.00,4/4/2020,53482.00,455906.00,11.73,mt
Montana,18/4/2020,11176.00,11/4/2020,65073.00,455906.00,14.27,mt
Montana,25/4/2020,7052.00,18/4/2020,67473.00,455906.00,14.8,mt
Montana,2/5/2020,4596.00,25/4/2020,63134.00,455906.00,13.85,mt
Montana,9/5/2020,3762.00,2/5/2020,58905.00,455906.00,12.92,mt
Montana,16/5/2020,3660.00,9/5/2020,53786.00,455906.00,11.8,mt
North Carolina,5/1/2019,3675.00,29/12/2018,18745.00,4277342.00,0.44,nc
North Carolina,12/1/2019,4890.00,5/1/2019,21268.00,4299156.00,0.49,nc
North Carolina,19/1/2019,3738.00,12/1/2019,20420.00,4299156.00,0.47,nc
North Carolina,26/1/2019,3224.00,19/1/2019,22376.00,4299156.00,0.52,nc
North Carolina,2/2/2019,3458.00,26/1/2019,22370.00,4299156.00,0.52,nc
North Carolina,9/2/2019,3312.00,2/2/2019,22048.00,4299156.00,0.51,nc
North Carolina,16/2/2019,3217.00,9/2/2019,21590.00,4299156.00,0.5,nc
North Carolina,23/2/2019,3134.00,16/2/2019,21475.00,4299156.00,0.5,nc
North Carolina,2/3/2019,2883.00,23/2/2019,20926.00,4299156.00,0.49,nc
North Carolina,9/3/2019,3125.00,2/3/2019,20561.00,4299156.00,0.48,nc
North Carolina,16/3/2019,2668.00,9/3/2019,18613.00,4299156.00,0.43,nc
North Carolina,23/3/2019,2796.00,16/3/2019,20023.00,4299156.00,0.47,nc
North Carolina,30/3/2019,2772.00,23/3/2019,19778.00,4299156.00,0.46,nc
North Carolina,6/4/2019,3139.00,30/3/2019,19429.00,4299156.00,0.45,nc
North Carolina,13/4/2019,3052.00,6/4/2019,19249.00,4318317.00,0.45,nc
North Carolina,20/4/2019,2657.00,13/4/2019,18705.00,4318317.00,0.43,nc
North Carolina,27/4/2019,2834.00,20/4/2019,18655.00,4318317.00,0.43,nc
North Carolina,4/5/2019,3037.00,27/4/2019,18520.00,4318317.00,0.43,nc
North Carolina,11/5/2019,3211.00,4/5/2019,18401.00,4318317.00,0.43,nc
North Carolina,18/5/2019,3386.00,11/5/2019,18717.00,4318317.00,0.43,nc
North Carolina,25/5/2019,3409.00,18/5/2019,18930.00,4318317.00,0.44,nc
North Carolina,1/6/2019,2778.00,25/5/2019,19177.00,4318317.00,0.44,nc
North Carolina,8/6/2019,3247.00,1/6/2019,19547.00,4318317.00,0.45,nc
North Carolina,15/6/2019,3323.00,8/6/2019,19616.00,4318317.00,0.45,nc
North Carolina,22/6/2019,3252.00,15/6/2019,19830.00,4318317.00,0.46,nc
North Carolina,29/6/2019,3321.00,22/6/2019,20079.00,4318317.00,0.46,nc
North Carolina,6/7/2019,2679.00,29/6/2019,19660.00,4318317.00,0.46,nc
North Carolina,13/7/2019,3397.00,6/7/2019,20582.00,4338577.00,0.47,nc
North Carolina,20/7/2019,3264.00,13/7/2019,20353.00,4338577.00,0.47,nc
North Carolina,27/7/2019,3105.00,20/7/2019,20746.00,4338577.00,0.48,nc
North Carolina,3/8/2019,3371.00,27/7/2019,20795.00,4338577.00,0.48,nc
North Carolina,10/8/2019,3158.00,3/8/2019,20870.00,4338577.00,0.48,nc
North Carolina,17/8/2019,3014.00,10/8/2019,20487.00,4338577.00,0.47,nc
North Carolina,24/8/2019,2877.00,17/8/2019,20112.00,4338577.00,0.46,nc
North Carolina,31/8/2019,3041.00,24/8/2019,19361.00,4338577.00,0.45,nc
North Carolina,7/9/2019,2661.00,31/8/2019,18604.00,4338577.00,0.43,nc
North Carolina,14/9/2019,3172.00,7/9/2019,18805.00,4338577.00,0.43,nc
North Carolina,21/9/2019,3104.00,14/9/2019,18589.00,4338577.00,0.43,nc
North Carolina,28/9/2019,3142.00,21/9/2019,18393.00,4338577.00,0.42,nc
North Carolina,5/10/2019,3766.00,28/9/2019,18629.00,4338577.00,0.43,nc
North Carolina,12/10/2019,3222.00,5/10/2019,18495.00,4362309.00,0.42,nc
North Carolina,19/10/2019,3377.00,12/10/2019,18711.00,4362309.00,0.43,nc
North Carolina,26/10/2019,3283.00,19/10/2019,18942.00,4362309.00,0.43,nc
North Carolina,2/11/2019,3307.00,26/10/2019,19215.00,4362309.00,0.44,nc
North Carolina,9/11/2019,3494.00,2/11/2019,18994.00,4362309.00,0.44,nc
North Carolina,16/11/2019,3105.00,9/11/2019,19365.00,4362309.00,0.44,nc
North Carolina,23/11/2019,3523.00,16/11/2019,19513.00,4362309.00,0.45,nc
North Carolina,30/11/2019,2182.00,23/11/2019,18952.00,4362309.00,0.43,nc
North Carolina,7/12/2019,3843.00,30/11/2019,19694.00,4362309.00,0.45,nc
North Carolina,14/12/2019,3649.00,7/12/2019,19806.00,4362309.00,0.45,nc
North Carolina,21/12/2019,3586.00,14/12/2019,20382.00,4362309.00,0.47,nc
North Carolina,28/12/2019,2126.00,21/12/2019,19533.00,4362309.00,0.45,nc
North Carolina,4/1/2020,3508.00,28/12/2019,20848.00,4362309.00,0.48,nc
North Carolina,11/1/2020,4628.00,4/1/2020,21239.00,4381417.00,0.48,nc
North Carolina,18/1/2020,4217.00,11/1/2020,22247.00,4381417.00,0.51,nc
North Carolina,25/1/2020,3344.00,18/1/2020,22415.00,4381417.00,0.51,nc
North Carolina,1/2/2020,3611.00,25/1/2020,22342.00,4381417.00,0.51,nc
North Carolina,8/2/2020,3326.00,1/2/2020,22044.00,4381417.00,0.5,nc
North Carolina,15/2/2020,3094.00,8/2/2020,21972.00,4381417.00,0.5,nc
North Carolina,22/2/2020,2852.00,15/2/2020,21630.00,4381417.00,0.49,nc
North Carolina,29/2/2020,1767.00,22/2/2020,21188.00,4381417.00,0.48,nc
North Carolina,7/3/2020,2575.00,29/2/2020,20196.00,4381417.00,0.46,nc
North Carolina,14/3/2020,3533.00,7/3/2020,19683.00,4381417.00,0.45,nc
North Carolina,21/3/2020,94083.00,14/3/2020,20652.00,4381417.00,0.47,nc
North Carolina,28/3/2020,172145.00,21/3/2020,75220.00,4381417.00,1.72,nc
North Carolina,4/4/2020,137422.00,28/3/2020,245692.00,4381417.00,5.61,nc
North Carolina,11/4/2020,140155.00,4/4/2020,362989.00,4402750.00,8.24,nc
North Carolina,18/4/2020,106266.00,11/4/2020,468283.00,4402750.00,10.64,nc
North Carolina,25/4/2020,98941.00,18/4/2020,555039.00,4402750.00,12.61,nc
North Carolina,2/5/2020,85956.00,25/4/2020,591045.00,4402750.00,13.42,nc
North Carolina,9/5/2020,57354.00,2/5/2020,619809.00,4402750.00,14.08,nc
North Carolina,16/5/2020,46913.00,9/5/2020,605709.00,4402750.00,13.76,nc
North Dakota,5/1/2019,964.00,29/12/2018,5754.00,405169.00,1.42,nd
North Dakota,12/1/2019,1230.00,5/1/2019,6102.00,405557.00,1.5,nd
North Dakota,19/1/2019,658.00,12/1/2019,6406.00,405557.00,1.58,nd
North Dakota,26/1/2019,533.00,19/1/2019,6532.00,405557.00,1.61,nd
North Dakota,2/2/2019,553.00,26/1/2019,6742.00,405557.00,1.66,nd
North Dakota,9/2/2019,574.00,2/2/2019,6941.00,405557.00,1.71,nd
North Dakota,16/2/2019,470.00,9/2/2019,7035.00,405557.00,1.73,nd
North Dakota,23/2/2019,340.00,16/2/2019,6853.00,405557.00,1.69,nd
North Dakota,2/3/2019,327.00,23/2/2019,6708.00,405557.00,1.65,nd
North Dakota,9/3/2019,313.00,2/3/2019,6498.00,405557.00,1.6,nd
North Dakota,16/3/2019,288.00,9/3/2019,6161.00,405557.00,1.52,nd
North Dakota,23/3/2019,211.00,16/3/2019,5891.00,405557.00,1.45,nd
North Dakota,30/3/2019,266.00,23/3/2019,5407.00,405557.00,1.33,nd
North Dakota,6/4/2019,272.00,30/3/2019,5013.00,405557.00,1.24,nd
North Dakota,13/4/2019,272.00,6/4/2019,4454.00,406719.00,1.1,nd
North Dakota,20/4/2019,217.00,13/4/2019,3757.00,406719.00,0.92,nd
North Dakota,27/4/2019,313.00,20/4/2019,3270.00,406719.00,0.8,nd
North Dakota,4/5/2019,278.00,27/4/2019,2446.00,406719.00,0.6,nd
North Dakota,11/5/2019,522.00,4/5/2019,2217.00,406719.00,0.55,nd
North Dakota,18/5/2019,300.00,11/5/2019,2139.00,406719.00,0.53,nd
North Dakota,25/5/2019,328.00,18/5/2019,1803.00,406719.00,0.44,nd
North Dakota,1/6/2019,452.00,25/5/2019,1791.00,406719.00,0.44,nd
North Dakota,8/6/2019,327.00,1/6/2019,1989.00,406719.00,0.49,nd
North Dakota,15/6/2019,253.00,8/6/2019,1970.00,406719.00,0.48,nd
North Dakota,22/6/2019,290.00,15/6/2019,1942.00,406719.00,0.48,nd
North Dakota,29/6/2019,376.00,22/6/2019,1940.00,406719.00,0.48,nd
North Dakota,6/7/2019,497.00,29/6/2019,2093.00,406719.00,0.51,nd
North Dakota,13/7/2019,335.00,6/7/2019,2426.00,408192.00,0.59,nd
North Dakota,20/7/2019,273.00,13/7/2019,2157.00,408192.00,0.53,nd
North Dakota,27/7/2019,214.00,20/7/2019,2199.00,408192.00,0.54,nd
North Dakota,3/8/2019,204.00,27/7/2019,2130.00,408192.00,0.52,nd
North Dakota,10/8/2019,229.00,3/8/2019,1975.00,408192.00,0.48,nd
North Dakota,17/8/2019,211.00,10/8/2019,1905.00,408192.00,0.47,nd
North Dakota,24/8/2019,540.00,17/8/2019,1802.00,408192.00,0.44,nd
North Dakota,31/8/2019,239.00,24/8/2019,2014.00,408192.00,0.49,nd
North Dakota,7/9/2019,233.00,31/8/2019,1816.00,408192.00,0.44,nd
North Dakota,14/9/2019,252.00,7/9/2019,1657.00,408192.00,0.41,nd
North Dakota,21/9/2019,205.00,14/9/2019,1528.00,408192.00,0.37,nd
North Dakota,28/9/2019,197.00,21/9/2019,1289.00,408192.00,0.32,nd
North Dakota,5/10/2019,312.00,28/9/2019,1249.00,408192.00,0.31,nd
North Dakota,12/10/2019,268.00,5/10/2019,1317.00,409901.00,0.32,nd
North Dakota,19/10/2019,326.00,12/10/2019,1311.00,409901.00,0.32,nd
North Dakota,26/10/2019,430.00,19/10/2019,1437.00,409901.00,0.35,nd
North Dakota,2/11/2019,631.00,26/10/2019,1623.00,409901.00,0.4,nd
North Dakota,9/11/2019,650.00,2/11/2019,2010.00,409901.00,0.49,nd
North Dakota,16/11/2019,761.00,9/11/2019,2009.00,409901.00,0.49,nd
North Dakota,23/11/2019,739.00,16/11/2019,2503.00,409901.00,0.61,nd
North Dakota,30/11/2019,697.00,23/11/2019,2785.00,409901.00,0.68,nd
North Dakota,7/12/2019,1004.00,30/11/2019,3334.00,409901.00,0.81,nd
North Dakota,14/12/2019,1128.00,7/12/2019,3803.00,409901.00,0.93,nd
North Dakota,21/12/2019,1016.00,14/12/2019,4540.00,409901.00,1.11,nd
North Dakota,28/12/2019,961.00,21/12/2019,4729.00,409901.00,1.15,nd
North Dakota,4/1/2020,836.00,28/12/2019,5785.00,409901.00,1.41,nd
North Dakota,11/1/2020,1530.00,4/1/2020,6171.00,411624.00,1.5,nd
North Dakota,18/1/2020,785.00,11/1/2020,6809.00,411624.00,1.65,nd
North Dakota,25/1/2020,543.00,18/1/2020,7179.00,411624.00,1.74,nd
North Dakota,1/2/2020,447.00,25/1/2020,6782.00,411624.00,1.65,nd
North Dakota,8/2/2020,526.00,1/2/2020,6838.00,411624.00,1.66,nd
North Dakota,15/2/2020,457.00,8/2/2020,6924.00,411624.00,1.68,nd
North Dakota,22/2/2020,435.00,15/2/2020,6886.00,411624.00,1.67,nd
North Dakota,29/2/2020,363.00,22/2/2020,6795.00,411624.00,1.65,nd
North Dakota,7/3/2020,423.00,29/2/2020,6543.00,411624.00,1.59,nd
North Dakota,14/3/2020,415.00,7/3/2020,6349.00,411624.00,1.54,nd
North Dakota,21/3/2020,5662.00,14/3/2020,6169.00,411624.00,1.5,nd
North Dakota,28/3/2020,11818.00,21/3/2020,8534.00,411624.00,2.07,nd
North Dakota,4/4/2020,15125.00,28/3/2020,16036.00,411624.00,3.9,nd
North Dakota,11/4/2020,9502.00,4/4/2020,24554.00,412797.00,5.95,nd
North Dakota,18/4/2020,8065.00,11/4/2020,33563.00,412797.00,8.13,nd
North Dakota,25/4/2020,6274.00,18/4/2020,35513.00,412797.00,8.6,nd
North Dakota,2/5/2020,4044.00,25/4/2020,35827.00,412797.00,8.68,nd
North Dakota,9/5/2020,2753.00,2/5/2020,35921.00,412797.00,8.7,nd
North Dakota,16/5/2020,2619.00,9/5/2020,32399.00,412797.00,7.85,nd
Nebraska,5/1/2019,1282.00,29/12/2018,7517.00,958635.00,0.78,ne
Nebraska,12/1/2019,1245.00,5/1/2019,7741.00,958335.00,0.81,ne
Nebraska,19/1/2019,1181.00,12/1/2019,7077.00,958335.00,0.74,ne
Nebraska,26/1/2019,1115.00,19/1/2019,6974.00,958335.00,0.73,ne
Nebraska,2/2/2019,1061.00,26/1/2019,7333.00,958335.00,0.77,ne
Nebraska,9/2/2019,866.00,2/2/2019,7498.00,958335.00,0.78,ne
Nebraska,16/2/2019,730.00,9/2/2019,7449.00,958335.00,0.78,ne
Nebraska,23/2/2019,708.00,16/2/2019,7409.00,958335.00,0.77,ne
Nebraska,2/3/2019,742.00,23/2/2019,7326.00,958335.00,0.76,ne
Nebraska,9/3/2019,724.00,2/3/2019,7263.00,958335.00,0.76,ne
Nebraska,16/3/2019,788.00,9/3/2019,7071.00,958335.00,0.74,ne
Nebraska,23/3/2019,730.00,16/3/2019,6899.00,958335.00,0.72,ne
Nebraska,30/3/2019,663.00,23/3/2019,6063.00,958335.00,0.63,ne
Nebraska,6/4/2019,589.00,30/3/2019,5078.00,958335.00,0.53,ne
Nebraska,13/4/2019,566.00,6/4/2019,4272.00,960218.00,0.44,ne
Nebraska,20/4/2019,758.00,13/4/2019,3822.00,960218.00,0.4,ne
Nebraska,27/4/2019,497.00,20/4/2019,3645.00,960218.00,0.38,ne
Nebraska,4/5/2019,563.00,27/4/2019,3305.00,960218.00,0.34,ne
Nebraska,11/5/2019,688.00,4/5/2019,3105.00,960218.00,0.32,ne
Nebraska,18/5/2019,658.00,11/5/2019,3204.00,960218.00,0.33,ne
Nebraska,25/5/2019,868.00,18/5/2019,3148.00,960218.00,0.33,ne
Nebraska,1/6/2019,996.00,25/5/2019,3337.00,960218.00,0.35,ne
Nebraska,8/6/2019,910.00,1/6/2019,3747.00,960218.00,0.39,ne
Nebraska,15/6/2019,712.00,8/6/2019,3891.00,960218.00,0.41,ne
Nebraska,22/6/2019,648.00,15/6/2019,3913.00,960218.00,0.41,ne
Nebraska,29/6/2019,998.00,22/6/2019,3908.00,960218.00,0.41,ne
Nebraska,6/7/2019,788.00,29/6/2019,4270.00,960218.00,0.44,ne
Nebraska,13/7/2019,546.00,6/7/2019,4578.00,961261.00,0.48,ne
Nebraska,20/7/2019,562.00,13/7/2019,4006.00,961261.00,0.42,ne
Nebraska,27/7/2019,523.00,20/7/2019,3995.00,961261.00,0.42,ne
Nebraska,3/8/2019,546.00,27/7/2019,3939.00,961261.00,0.41,ne
Nebraska,10/8/2019,721.00,3/8/2019,3868.00,961261.00,0.4,ne
Nebraska,17/8/2019,522.00,10/8/2019,3803.00,961261.00,0.4,ne
Nebraska,24/8/2019,484.00,17/8/2019,3069.00,961261.00,0.32,ne
Nebraska,31/8/2019,886.00,24/8/2019,2756.00,961261.00,0.29,ne
Nebraska,7/9/2019,468.00,31/8/2019,3092.00,961261.00,0.32,ne
